#SpecID                              |     RAdeg      DEdeg|      snru|      snrg|      snrr|      snri|      snrz|          RV|        e_RV|    Teff|      e_Teff|q_Teff| TeffCor|        logg|      e_logg|q_logg| loggCor|        Vt|        e_Vt|q_Vt|   Vtcorr|    [Fe/H]|    e_[Fe/H]|q_[Fe/H]|[Fe/H]Cor|  [a/Fe]|   e_[a/Fe]|    [C/Fe]|   e_[C/Fe]|q_[C/Fe]|[C/Fe]Cor|    [N/Fe]|   e_[N/Fe]|q_[N/Fe]|[N/Fe]Cor|    [O/Fe]|   e_[O/Fe]|q_[O/Fe]|[O/Fe]Cor|   [Na/Fe]|  e_[Na/Fe]|q_[Na/Fe]|[Na/Fe]Cor|   [Mg/Fe]|  e_[Mg/Fe]|q_[Mg/Fe]|[Mg/Fe]Cor|   [Al/Fe]|  e_[Al/Fe]|q_[Al/Fe]|[Al/Fe]Cor|   [Si/Fe]|  e_[Si/Fe]|q_[Si/Fe]|[Si/Fe]Cor|   [Ca/Fe]|  e_[Ca/Fe]|q_[Ca/Fe]|[Ca/Fe]Cor|   [Ti/Fe]|  e_[Ti/Fe]|q_[Ti/Fe]|[Ti/Fe]Cor|   [Cr/Fe]|  e_[Cr/Fe]|q_[Cr/Fe]|[Cr/Fe]Cor|   [Mn/Fe]|  e_[Mn/Fe]|q_[Mn/Fe]|[Mn/Fe]Cor|   [Co/Fe]|  e_[Co/Fe]|q_[Co/Fe]|[Co/Fe]Cor|   [Ni/Fe]|  e_[Ni/Fe]|q_[Ni/Fe]|[Ni/Fe]Cor|   [Cu/Fe]|   e_[Cu/Fe]|q_[Cu/Fe]|[Cu/Fe]Cor|   [Ba/Fe]|   e_[Ba/Fe]|q_[Ba/Fe]|[Ba/Fe]Cor|        Chi2|       Chi2R|q_Chi2|      Chi2Na|     Chi2RNa|q_Chi2Na|   dSNRPlx|Mult|Uq|Name           |SubClass  |Filename
20131130-GAC056N46V2-02-005         | 55.041428  44.104287|8.1|81.650002|177.059998|238.380005|188.800003|26.9993|3.3187|4727.28|21.051|1.0|0.929283|3.17116|0.0457938|1.0|0.849469|1.09243|0.03639|1.0|0.59459|0.08396|0.02022|1.0|0.927605|0.05372|0.01122|-0.20466|0.01517|1.0|0.852549|0.24172|0.03483|1.0|0.873605|-0.16193|0.0421|1.0|0.862848|   0.17956|0.04324|1.0|0.642466|   0.02718|0.02262|1.0|0.675551|   0.09327|0.06425|1.0|0.620644|0.25563|0.0332|1.0|0.711523|0.02323|0.0174|1.0|0.874822|   0.03655|0.02369|1.0|0.653826|   0.06115|0.02624|1.0|0.760762|   0.06878|0.03202|1.0|0.900638|-0.00071|0.03313|1.0|0.781931|0.09897|0.01931|1.0|0.705384|       ---|999.0|0.0|0.382729|  -0.10810|0.12127|1.0|0.57929|1.39262|1.52186|good|14.3341|3.22088|good|0.0|YES|1.0|S0550229+440615|G5        |spec-56627-GAC056N46V2_sp02-005.fits.gz
20131130-GAC101N22B2-05-094         |101.530780  20.697932|3.5|50.310001|90.440002|120.349998|92.989998|48.1107|4.34099|4753.41|26.7754|1.0|0.906455|4.56419|0.0481143|1.0|0.881711|1.72257|0.12492|1.0|0.598535|-0.28175|0.03671|1.0|0.942114|0.08304|0.01397|-0.17603|0.01878|1.0|0.861623|0.15434|0.0705|1.0|0.78514|0.1794|0.06427|1.0|0.768679|  -0.05744|0.05828|1.0|0.47124|  -0.00314|0.02469|1.0|0.606084|   0.19783|0.05836|1.0|0.548421|-0.15033|0.05072|1.0|0.548579|0.13268|0.0241|1.0|0.842089|   0.19005|0.02702|1.0|0.629059|   0.04145|0.02641|1.0|0.77959|  -0.14151|0.04212|1.0|0.815199|-0.03261|0.05314|1.0|0.627053|-0.00139|0.02774|1.0|0.761687|       ---|999.0|0.0|0.359947|   0.60485|0.14335|1.0|0.587016|1.2139|0.96547|good|1.38053|0.0756243|good|2.65178|YES|1.0|S1013150+204152|K4        |spec-56627-GAC101N22B2_sp05-094.fits.gz
20131201-VB011N30V2-03-022          | 11.068983  30.404921|26.24|94.709999|123.93|167.119995|130.229996|-35.0787|3.83135|5450.57|20.0952|1.0|0.944154|4.31965|0.0414531|1.0|0.908604|0.8647|0.0638|1.0|0.528668|0.21439|0.02645|1.0|0.921358|0.0116|0.01102|-0.13913|0.01542|1.0|0.84882|0.16918|0.02946|1.0|0.885201|-0.12992|0.04739|1.0|0.760223|   0.07738|0.0507|1.0|0.841984|   0.09686|0.01766|1.0|0.8664|   0.03417|0.04036|1.0|0.854784|-0.0235|0.03141|1.0|0.897981|-0.02736|0.01921|1.0|0.916807|  -0.09031|0.02775|1.0|0.845681|  -0.01814|0.02691|1.0|0.886979|   0.11955|0.02625|1.0|0.953889|-0.07697|0.03447|1.0|0.89036|0.09146|0.01996|1.0|0.80125|   0.00536|0.19278|1.0|0.637438|  -0.19528|0.14438|1.0|0.842383|0.837011|-0.326963|good|0.975112|-0.774248|good|-0.78812|YES|1.0|S0110408+302417|G7        |spec-56628-VB011N30V2_sp03-022.fits.gz
20131202-HD004932N440333B01-01-140  | 12.762639  42.453726|4.18|38.43|73.57|89.360001|60.610001|-57.821|4.34999|4878.32|30.1275|1.0|0.935858|4.61173|0.056874|1.0|0.892519|1.38857|0.1323|1.0|0.590049|-0.20945|0.04107|1.0|0.956458|0.08454|0.01749|-0.09605|0.02267|1.0|0.901218|-0.08463|0.06809|1.0|0.77488|0.27831|0.07604|1.0|0.790441|  -0.08480|0.06667|1.0|0.6753|   0.15418|0.02934|1.0|0.790042|   0.16982|0.073|1.0|0.567621|-0.02702|0.06299|1.0|0.702355|0.06609|0.02819|1.0|0.908761|   0.03498|0.04093|1.0|0.721049|  -0.02683|0.03389|1.0|0.836067|  -0.08887|0.0508|1.0|0.928119|-0.09597|0.06922|1.0|0.770585|-0.04895|0.033|1.0|0.800506|       ---|999.0|0.0|0.531035|  -0.38171|0.28531|1.0|0.506875|0.486575|-0.654156|good|0.841963|-0.244777|good|-1.22016|YES|1.0|S0124545+422713|K3        |spec-56629-HD004932N440333B01_sp01-140.fits.gz
20131203-EG012606S021203B02-01-197  | 22.374686  -4.447037|3.45|31.41|64.709999|77.599998|55.669998|-70.721|4.29902|4872.41|34.0242|1.0|0.945467|4.37672|0.062916|1.0|0.910373|1.71857|0.16167|1.0|0.675646|-0.11061|0.0424|1.0|0.966564|0.06283|0.02007|-0.18513|0.02486|1.0|0.86786|0.25566|0.07577|1.0|0.866247|0.02888|0.07812|1.0|0.836815|   0.09251|0.06576|1.0|0.789315|   0.15366|0.03538|1.0|0.807873|   0.08717|0.08373|1.0|0.60809|-0.05192|0.07396|1.0|0.727286|0.05657|0.03035|1.0|0.8905|  -0.04486|0.04904|1.0|0.708438|  -0.04975|0.03915|1.0|0.838474|  -0.08456|0.06228|1.0|0.933855|-0.33111|0.07411|1.0|0.757828|0.02233|0.03792|1.0|0.793934|       ---|999.0|0.0|0.287724|   0.09723|0.25379|1.0|0.626042|0.53722|-0.232054|good|1.18136|0.428371|good|0.61464|YES|1.0|S0222228-042649|K3        |spec-56630-EG012606S021203B02_sp01-197.fits.gz
20131203-VB137N22V1-09-042          |138.521160  23.207808|6.85|66.959999|118.470001|138.169998|91.959999|46.6807|3.66946|4972.87|22.3431|1.0|0.955941|4.6847|0.0405475|1.0|0.89887|1.6453|0.09246|1.0|0.717345|-0.1651|0.03291|1.0|0.969375|0.10972|0.01191|-0.11383|0.01611|1.0|0.93315|-0.11857|0.05096|1.0|0.879484|0.06308|0.05228|1.0|0.877813|  -0.15188|0.04344|1.0|0.665951|   0.15577|0.01955|1.0|0.848284|  -0.02554|0.05076|1.0|0.728557|-0.03071|0.04264|1.0|0.780375|0.09724|0.02027|1.0|0.920308|   0.10085|0.02627|1.0|0.766836|  -0.01049|0.02394|1.0|0.860985|  -0.08186|0.03431|1.0|0.938745|-0.04497|0.04767|1.0|0.807272|-0.04624|0.02188|1.0|0.863946|  -0.22473|0.24466|1.0|0.514772|  -0.81198|0.22949|1.0|0.444377|0.85849|-0.0177228|good|1.5697|-0.0997296|good|-0.38385|YES|1.0|S1383116+231228|K0        |spec-56630-VB137N22V1_sp09-042.fits.gz
20131205-HD095359N274143B01-08-004  |149.269370  26.920174|2.94|34.349998|61.02|79.709999|53.009998|-0.488662|4.73972|4949.71|33.988|1.0|0.954963|4.52801|0.0641593|1.0|0.906398|1.6146|0.1467|1.0|0.682388|-0.22872|0.04284|1.0|0.96837|0.10076|0.0204|-0.15203|0.0273|1.0|0.912898|0.06361|0.09262|1.0|0.868999|0.12097|0.09351|1.0|0.837591|  -0.16587|0.08639|1.0|0.677086|   0.17520|0.03239|1.0|0.840271|  -0.00403|0.10037|1.0|0.69293|-0.06135|0.0856|1.0|0.765917|0.08123|0.03334|1.0|0.923616|   0.02497|0.04923|1.0|0.767892|   0.02071|0.04082|1.0|0.863791|  -0.02970|0.06854|1.0|0.939918|-0.07887|0.08266|1.0|0.793856|-0.07303|0.03675|1.0|0.82542|       ---|999.0|0.0|0.517677|  -0.33708|0.33475|1.0|0.602202|0.473909|-0.500633|good|0.679444|-0.329525|good|-0.15863|YES|1.0|S1491609+265512|K1        |spec-56632-HD095359N274143B01_sp08-004.fits.gz
20131211-HD092127N325407B01-11-020  |139.838547  34.891256|9.19|71.669998|121.660004|147.580002|96.720001|-33.6907|3.71143|5094.71|23.0734|1.0|0.962608|4.54461|0.0463393|1.0|0.913296|1.30683|0.09526|1.0|0.675813|-0.01245|0.03092|1.0|0.971622|0.1155|0.01208|-0.09748|0.01812|1.0|0.937633|-0.01645|0.04801|1.0|0.903736|0.04209|0.05858|1.0|0.881401|  -0.12163|0.05841|1.0|0.607252|   0.21172|0.0186|1.0|0.846859|   0.06547|0.04663|1.0|0.676609|0.00769|0.04108|1.0|0.78843|0.06997|0.02194|1.0|0.923577|   0.02335|0.02775|1.0|0.774464|  -0.02247|0.02597|1.0|0.864739|  -0.05556|0.0321|1.0|0.940104|-0.01401|0.04444|1.0|0.840234|0.05451|0.02493|1.0|0.851845|  -0.22394|0.24853|1.0|0.547744|  -0.32140|0.17415|1.0|0.615904|0.790747|-0.298963|good|3.27246|1.02185|good|0.51088|YES|1.0|S1395018+345328|K0        |spec-56638-HD092127N325407B01_sp11-020.fits.gz
20131213-GAC064N42V1-14-018         | 61.526862  43.036152|2.3|43.869999|90.980003|74.239998|70.080002|-37.3092|6.44854|4959.45|36.6298|1.0|0.907966|2.56501|0.0949231|1.0|0.831039|1.49866|0.05943|1.0|0.622873|-0.41426|0.03823|1.0|0.911773|0.12308|0.02134|-0.27291|0.02705|1.0|0.713822|0.40854|0.06347|1.0|0.796139|-0.08992|0.07946|1.0|0.589217|   0.76609|0.0605|1.0|0.815182|   0.02485|0.04689|1.0|0.666386|  -0.31305|0.10277|1.0|0.35175|0.16185|0.06668|1.0|0.789494|0.23087|0.03116|1.0|0.888726|  -0.03169|0.0454|1.0|0.703294|  -0.02869|0.05792|1.0|0.721255|  -0.14539|0.08636|1.0|0.741547|-0.12187|0.06123|1.0|0.792194|0.02039|0.03267|1.0|0.659742|       ---|999.0|0.0|0.515332|   0.60538|0.16576|1.0|0.829175|0.616439|1.51496|good|7.51228|4.53518|good|0.0|YES|1.0|S0613136+430210|G5        |spec-56640-GAC064N42V1_sp14-018.fits.gz
20131213-GAC121N22V1-03-151         |120.532900  22.646055|12.29|60.259998|92.080002|133.889999|109.389999|30.5698|4.29003|4963.2|31.8973|1.0|0.930566|2.99373|0.0788068|1.0|0.922135|1.24983|0.10263|1.0|0.744409|-0.35696|0.03174|1.0|0.942784|0.08515|0.01896|-0.07415|0.02716|1.0|0.876905|0.09436|0.05324|1.0|0.888307|0.16294|0.0897|1.0|0.758727|   0.23554|0.09885|1.0|0.641462|   0.12788|0.04255|1.0|0.602143|   0.09011|0.09571|1.0|0.52339|0.09346|0.0543|1.0|0.698934|0.03936|0.02888|1.0|0.939106|   0.12636|0.03804|1.0|0.648704|   0.02833|0.0485|1.0|0.683284|  -0.06039|0.06434|1.0|0.81489|0.06811|0.05683|1.0|0.75371|0.0185|0.03025|1.0|0.785672|       ---|999.0|0.0|0.404703|   0.21551|0.17045|1.0|0.700072|0.528031|0.773052|good|1.78972|-0.0706494|good|0.0|YES|1.0|S1203158+223845|G5        |spec-56640-GAC121N22V1_sp03-151.fits.gz
20131213-VB021N40V2-03-186          | 20.807827  40.103191|13.09|62.34|67.919998|50.060001|50.389999|-3.42963|4.01122|5265.49|33.8393|1.0|0.941392|3.83035|0.0716066|1.0|0.916127|0.86084|0.05839|1.0|0.570435|0.25337|0.03045|1.0|0.93176|0.02978|0.01654|-0.15204|0.02396|1.0|0.852133|0.09585|0.05044|1.0|0.889918|-0.18205|0.06752|1.0|0.800184|   0.15336|0.07286|1.0|0.767555|   0.09238|0.02759|1.0|0.801628|   0.03861|0.0751|1.0|0.757729|0.00577|0.04715|1.0|0.837301|-0.06979|0.03078|1.0|0.901525|   0.07010|0.03462|1.0|0.739613|   0.05887|0.03296|1.0|0.823875|   0.14784|0.03881|1.0|0.919209|-0.05199|0.0449|1.0|0.84006|0.15087|0.03481|1.0|0.767035|   0.36697|0.32102|1.0|0.591999|  -0.18234|0.18778|1.0|0.753198|0.400779|-0.176234|good|0.658669|-0.727837|good|-1.41619|YES|1.0|S0204828+400611|K1        |spec-56640-VB021N40V2_sp03-186.fits.gz
20131214-GAC117N12V1-06-155         |119.586110  11.435566|27.48|171.229996|225.389999|294.850006|263.029999|-10.0191|3.40864|4862.76|23.382|1.0|0.929187|2.8599|0.0583086|1.0|0.908611|1.3571|0.05525|1.0|0.803405|-0.21826|0.02182|1.0|0.947441|0.02621|0.01167|-0.16459|0.01825|1.0|0.871402|0.26129|0.04141|1.0|0.898375|0.17043|0.05589|1.0|0.818813|   0.04767|0.05575|1.0|0.599202|   0.04514|0.0241|1.0|0.622351|   0.04830|0.07072|1.0|0.506808|-0.03489|0.03701|1.0|0.723461|0.00994|0.01823|1.0|0.937772|   0.05862|0.02306|1.0|0.671731|   0.04521|0.03049|1.0|0.765061|   0.04829|0.02791|1.0|0.875857|-0.03286|0.03255|1.0|0.797243|-0.00753|0.019|1.0|0.787613|  -0.36091|0.19459|1.0|0.455058|   0.53679|0.07648|1.0|0.745441|1.67529|0.404658|good|6.05105|-0.418011|good|0.0|YES|1.0|S1193509+112608|G5        |spec-56641-GAC117N12V1_sp06-155.fits.gz
20131214-HD112918N302528V-08-055    |173.573293  29.830816|20.610001|151.830002|238.740005|296.470001|220.710007|-48.1287|3.7504|4900.75|23.7958|1.0|0.915495|2.45369|0.0612242|1.0|0.849293|1.58592|0.04678|1.0|0.7925|-0.41088|0.02494|1.0|0.942349|0.08837|0.01293|-0.10091|0.01833|1.0|0.817058|0.18371|0.03945|1.0|0.884459|0.34524|0.05674|1.0|0.691021|   0.03301|0.0638|1.0|0.553056|   0.16877|0.0279|1.0|0.562298|       ---|999.0|0.0|0.432194|0.03839|0.04074|1.0|0.665251|0.04785|0.01995|1.0|0.941016|0.10644|0.02513|1.0|0.621628|  -0.03786|0.03428|1.0|0.618995|  -0.02698|0.04303|1.0|0.756759|-0.04725|0.03325|1.0|0.74225|-0.00901|0.01882|1.0|0.795352|       ---|999.0|0.0|0.517954|   0.40934|0.09434|1.0|0.722543|1.33144|0.399387|good|5.40213|-0.285634|good|0.0|YES|1.0|S1733423+294950|G5        |spec-56641-HD112918N302528V_sp08-055.fits.gz
20131215-GAC094N47V2-15-094         | 93.818637  48.404104|7.82|63.990002|119.480003|97.900002|90.839996|-47.1304|3.65147|5235.92|24.1006|1.0|0.94997|4.50421|0.0444634|1.0|0.913966|1.25915|0.11019|1.0|0.679144|0.00714|0.03426|1.0|0.959495|-0.00319|0.01295|-0.15547|0.01947|1.0|0.8656|0.07875|0.05741|1.0|0.882147|0.22052|0.07044|1.0|0.77108|  -0.27012|0.05213|1.0|0.716072|   0.03597|0.01973|1.0|0.904107|  -0.12223|0.05543|1.0|0.855636|-0.09896|0.045|1.0|0.843079|0.03268|0.0233|1.0|0.927649|-0.1161|0.03076|1.0|0.832344|   0.00168|0.02689|1.0|0.913478|   0.04370|0.03465|1.0|0.964629|-0.21014|0.04576|1.0|0.84107|0.02873|0.02537|1.0|0.850962|  -0.64276|0.20497|1.0|0.442679|  -0.13100|0.16335|1.0|0.850137|0.574213|-0.611161|good|2.59774|1.00598|good|1.24837|YES|1.0|S0934907+482414|G9        |spec-56642-GAC094N47V2_sp15-094.fits.gz
20131215-VB005N38V2-13-056          |  8.570639  38.293682|5.19|54.73|79.339996|47.119999|52.029999|-54.9789|4.53886|4896.69|35.1077|1.0|0.921376|2.92958|0.0858394|1.0|0.909107|1.31667|0.10273|1.0|0.75113|-0.35577|0.0349|1.0|0.93443|0.09368|0.02196|-0.0679|0.02929|1.0|0.82516|0.32784|0.06247|1.0|0.874393|0.40157|0.08384|1.0|0.726384|   0.08300|0.09479|1.0|0.582571|   0.17040|0.04971|1.0|0.668615|   0.11724|0.12571|1.0|0.545191|0.11093|0.06753|1.0|0.716181|0.07191|0.03224|1.0|0.932981|0.06522|0.04527|1.0|0.667695|   0.02424|0.05205|1.0|0.704973|  -0.02739|0.07457|1.0|0.838445|-0.06456|0.06339|1.0|0.76252|0.06778|0.03311|1.0|0.772285|   0.28835|0.25604|1.0|0.47314|   0.36065|0.16953|1.0|0.738565|0.340868|0.228558|good|0.336656|-0.805028|good|0.0|YES|1.0|S0083414+381737|K1        |spec-56642-VB005N38V2_sp13-056.fits.gz
20131219-GAC104N42V2-08-124         |106.185950  41.346613|2.16|41.389999|58.16|55.880001|52.689999|-13.8894|3.7504|4907.17|27.4543|1.0|0.93966|4.45588|0.0514711|1.0|0.903304|1.05442|0.11142|1.0|0.527233|0.29117|0.03526|1.0|0.930733|0.00102|0.01631|-0.16251|0.01958|1.0|0.912621|0.03101|0.06124|1.0|0.87754|-0.04324|0.0623|1.0|0.88567|  -0.07761|0.05956|1.0|0.660095|   0.01082|0.02492|1.0|0.859244|  -0.00032|0.0763|1.0|0.715127|-0.08119|0.06246|1.0|0.786732|-0.01048|0.02978|1.0|0.88869|0.02495|0.0362|1.0|0.7564|   0.01187|0.02855|1.0|0.867418|   0.18754|0.04658|1.0|0.919829|-0.00915|0.0566|1.0|0.832542|0.04389|0.03074|1.0|0.78406|  -0.35287|0.28511|1.0|0.522867|  -0.38899|0.25314|1.0|0.585469|0.646095|-0.0155854|good|1.04127|0.315428|good|-0.24147|YES|1.0|S1061109+412047|K3        |spec-56646-GAC104N42V2_sp08-124.fits.gz
20131219-VB010N24V2-07-118          | 11.112761  22.652700|4.25|61.389999|135.880005|170.490005|122.050003|-110.779|3.54954|4343.63|19.2421|1.0|0.897677|2.00599|0.0538567|1.0|0.780503|1.4041|0.03946|1.0|0.715532|-0.23918|0.02265|1.0|0.953732|0.15043|0.01273|-0.09101|0.01528|1.0|0.887078|0.09757|0.03202|1.0|0.873142|0.07111|0.04287|1.0|0.850257|  -0.05705|0.04829|1.0|0.490084|   0.22079|0.02833|1.0|0.577222|   0.31739|0.0589|1.0|0.601476|0.33218|0.03934|1.0|0.612357|0.05309|0.01874|1.0|0.86806|0.20089|0.02644|1.0|0.613771|  -0.04473|0.03077|1.0|0.726086|  -0.35937|0.05097|1.0|0.806179|0.1328|0.03493|1.0|0.72976|0.10113|0.0202|1.0|0.669768|       ---|999.0|0.0|0.227533|  -0.08545|0.12598|1.0|0.537342|0.828405|1.69119|good|2.72512|0.368131|good|0.0|YES|1.0|S0110645+223909|G5        |spec-56646-VB010N24V2_sp07-118.fits.gz
20131219-VB061N34V2-15-040          | 61.571758  35.519677|15.83|79.029999|135.440002|165.490005|121.709999|-11.0504|4.64079|5423.83|28.4727|1.0|0.934033|3.8473|0.0664136|1.0|0.855113|0.48278|0.08428|1.0|0.134286|-0.36939|0.02808|1.0|0.88487|0.08131|0.01505|-0.02195|0.02417|1.0|0.669659|-0.12266|0.05945|1.0|0.621764|0.27812|0.08586|1.0|0.433111|  -0.29255|0.06651|1.0|0.210145|   0.16778|0.02445|1.0|0.657181|   0.28813|0.04514|1.0|0.593952|0.14792|0.0402|1.0|0.706904|0.06985|0.03232|1.0|0.791439|-0.06877|0.02929|1.0|0.627273|   0.02864|0.03712|1.0|0.72649|   0.10060|0.04128|1.0|0.622172|-0.25486|0.05182|1.0|0.58708|0.02892|0.0262|1.0|0.62885|   0.62592|0.24608|1.0|0.532507|   0.32474|0.13757|1.0|0.484861|1.9744|4.14867|good|2.5497|-0.0567143|good|2.246|YES|1.0|S0613418+353110|G3        |spec-56646-VB061N34V2_sp15-040.fits.gz
20131220-GAC085N22V3-10-139         | 82.870347  22.750315|3.65|48.349998|113.07|111.839996|127.75|-6.04981|3.87931|4719.55|28.5807|1.0|0.904923|2.46012|0.0658301|1.0|0.838383|1.42715|0.04284|1.0|0.6998|-0.00415|0.03135|1.0|0.950042|-0.02737|0.01695|-0.33092|0.02206|1.0|0.777615|0.28336|0.0527|1.0|0.858452|-0.00451|0.07401|1.0|0.822336|   0.30841|0.0556|1.0|0.762486|  -0.06159|0.03713|1.0|0.627279|   0.03131|0.09499|1.0|0.438545|0.03352|0.05066|1.0|0.720838|-0.05088|0.02525|1.0|0.908168|0.02031|0.03543|1.0|0.680401|   0.08576|0.0411|1.0|0.809742|   0.09823|0.05663|1.0|0.888211|-0.06879|0.04312|1.0|0.809778|0.02454|0.02702|1.0|0.705007|       ---|999.0|0.0|0.447203|   0.59347|0.14097|1.0|0.696003|0.685529|1.39835|good|0.677797|-0.568416|good|0.0|YES|1.0|S0825213+224501|G5        |spec-56647-GAC085N22V3_sp10-139.fits.gz
20131220-VB138S03V3-13-041          |140.234150  -2.679272|6.29|67.529999|84.970001|61.200001|47.080002|35.9391|4.29003|4604.58|27.0083|1.0|0.9208|2.03527|0.0727246|1.0|0.811313|1.63936|0.06073|1.0|0.814026|-0.33382|0.03113|1.0|0.963526|0.03187|0.01751|-0.17395|0.02337|1.0|0.847204|0.27551|0.05664|1.0|0.89051|0.20711|0.07675|1.0|0.843148|   0.10840|0.08929|1.0|0.629133|   0.00622|0.04086|1.0|0.590446|   0.17776|0.10892|1.0|0.498644|0.05027|0.05513|1.0|0.695366|0.0187|0.0256|1.0|0.93084|0.06827|0.03518|1.0|0.655913|   0.03282|0.04126|1.0|0.756347|  -0.07299|0.06519|1.0|0.828377|-0.08359|0.04563|1.0|0.801731|-0.02549|0.0258|1.0|0.775945|       ---|999.0|0.0|0.440677|   0.60409|0.1211|1.0|0.698009|0.627956|0.911427|good|1.09468|-0.50465|good|0.0|YES|1.0|S1401402-024045|G5        |spec-56647-VB138S03V3_sp13-041.fits.gz
20131221-VB003N26V1-14-226          |  1.076738  27.454346|2.43|41.880001|82.029999|104.099998|69.559998|10.9094|4.83865|5074.6|28.2012|1.0|0.963017|4.62698|0.0531222|1.0|0.911672|1.57614|0.09245|1.0|0.731343|-0.1185|0.03712|1.0|0.973503|0.06491|0.01694|-0.1712|0.02317|1.0|0.90932|0.13713|0.08456|1.0|0.88995|0.1157|0.09315|1.0|0.859153|  -0.14287|0.0791|1.0|0.707592|   0.09840|0.02751|1.0|0.878495|   0.00939|0.07415|1.0|0.750932|-0.09293|0.06965|1.0|0.792716|0.09202|0.02697|1.0|0.929692|  -0.01905|0.0414|1.0|0.804196|  -0.00496|0.03486|1.0|0.877101|   0.01389|0.05649|1.0|0.946694|-0.04979|0.06609|1.0|0.851464|-0.01251|0.03153|1.0|0.866014|  -0.07674|0.31211|1.0|0.621354|  -0.27861|0.27054|1.0|0.688004|0.429448|-0.742592|good|0.597258|-0.593708|good|-0.32649|YES|1.0|S0010436+272715|K0        |spec-56648-VB003N26V1_sp14-226.fits.gz
20131222-GAC126S04V1-15-163         |125.429480  -3.309761|8.82|142.580002|297.779999|378.100006|313.48999|57.9289|3.33069|4225.72|13.3213|1.0|0.901881|1.61965|0.0375146|1.0|0.731961|1.66223|0.03242|1.0|0.795215|-0.39379|0.01719|1.0|0.966833|0.04115|0.00843|-0.14378|0.01031|1.0|0.869382|0.21417|0.02594|1.0|0.879385|0.16187|0.03065|1.0|0.858771|   0.19543|0.04141|1.0|0.62847|   0.03056|0.02001|1.0|0.494086|   0.29541|0.03888|1.0|0.568398|0.01484|0.02896|1.0|0.634715|-0.00913|0.0121|1.0|0.883804|   0.15372|0.01675|1.0|0.58639|  -0.00738|0.02064|1.0|0.75373|  -0.21196|0.03287|1.0|0.810235|0.09143|0.02133|1.0|0.725999|0.03519|0.01345|1.0|0.737052|       ---|999.0|0.0|0.245373|   0.42180|0.0682|1.0|0.539941|3.10598|2.62254|good|10.7947|0.595803|good|0.0|YES|1.0|S1252546-031835|G5        |spec-56649-GAC126S04V1_sp15-163.fits.gz
20131222-HD121513N165426V-16-071    |182.552638  18.576723|6.58|73.309998|119.029999|110.610001|94.419998|17.7897|3.72042|4937.66|28.5682|1.0|0.94111|3.60043|0.0628179|1.0|0.89965|1.11257|0.06871|1.0|0.662502|-0.10388|0.02603|1.0|0.941789|0.09872|0.01548|-0.08113|0.02335|1.0|0.902343|-0.04717|0.05245|1.0|0.891552|0.1409|0.07089|1.0|0.827493|  -0.19018|0.0684|1.0|0.4555|   0.17191|0.02693|1.0|0.792756|   0.23807|0.08179|1.0|0.671303|0.07683|0.05|1.0|0.776947|0.02027|0.02661|1.0|0.907238|   0.11765|0.03192|1.0|0.744529|   0.06599|0.03598|1.0|0.812864|  -0.07236|0.04623|1.0|0.911979|0.03419|0.04885|1.0|0.818557|0.00397|0.02516|1.0|0.7726|  -0.07465|0.25717|1.0|0.564177|  -0.18833|0.15753|1.0|0.665195|0.519353|0.321999|good|1.40568|-0.451814|good|-1.13037|YES|1.0|S1823309+183436|K1        |spec-56649-HD121513N165426V_sp16-071.fits.gz
20131224-GAC105N24V1-03-118         |104.146520  24.720547|15.84|82.220001|124.050003|175.279999|142.139999|32.5305|3.48059|4973.0|27.1455|1.0|0.915733|2.62065|0.0627268|1.0|0.842424|1.3594|0.04675|1.0|0.735716|-0.04962|0.02748|1.0|0.936975|-0.01639|0.0143|-0.29728|0.01873|1.0|0.818027|0.19699|0.04546|1.0|0.892069|-0.0865|0.0585|1.0|0.76883|   0.31425|0.08255|1.0|0.714464|  -0.02140|0.02927|1.0|0.623388|  -0.25737|0.08093|1.0|0.36551|0.01398|0.04261|1.0|0.748157|-0.05193|0.02255|1.0|0.926227|   0.03274|0.02885|1.0|0.678371|   0.08716|0.03725|1.0|0.763806|   0.11457|0.0435|1.0|0.853732|-0.04099|0.03983|1.0|0.80724|0.04259|0.02496|1.0|0.729616|  -0.28112|0.27155|1.0|0.508936|   0.39655|0.13028|1.0|0.692001|0.899784|0.901676|good|1.74174|-0.438827|good|0.0|YES|1.0|S1040847+244313|G5        |spec-56651-GAC105N24V1_sp03-118.fits.gz
